cohort,period,n_users,n_active_users,revenue,retention,cohort_age,age
2020-03-01,2021-01-01,19,8,70.27551494841352,0.42105263157894735,10,1005
2020-03-01,2021-02-01,19,6,12.911609738076868,0.3157894736842105,11,1005
2020-03-01,2021-03-01,19,2,3.6092013277392474,0.10526315789473684,12,1005
2020-03-01,2021-04-01,19,5,14.160677989363531,0.2631578947368421,13,1005
2020-03-01,2021-05-01,19,5,10.63696079586784,0.2631578947368421,14,1005
2020-03-01,2021-06-01,19,0,0.0,0.0,15,1005
2020-03-01,2021-07-01,19,0,0.0,0.0,16,1005
2020-03-01,2021-08-01,19,2,1.7009512224235777,0.10526315789473684,17,1005
2020-03-01,2021-09-01,19,7,19.72134453803209,0.3684210526315789,18,1005
2020-03-01,2021-10-01,19,6,18.67031806195026,0.3157894736842105,19,1005
2020-03-01,2021-11-01,19,4,15.408199201173913,0.21052631578947367,20,1005
2020-03-01,2021-12-01,19,7,33.48499159891063,0.3684210526315789,21,1005
2020-03-01,2022-01-01,19,6,55.70383549182704,0.3157894736842105,22,1005
2020-03-01,2022-02-01,19,3,15.427108422634563,0.15789473684210525,23,1005
2020-03-01,2022-03-01,19,0,0.0,0.0,24,1005
2020-03-01,2022-04-01,19,3,10.711539681927233,0.15789473684210525,25,1005
2020-03-01,2022-05-01,19,1,4.881942836596882,0.05263157894736842,26,1005
2020-03-01,2022-06-01,19,0,0.0,0.0,27,1005
2020-03-01,2022-07-01,19,1,2.400167257594778,0.05263157894736842,28,1005
2020-03-01,2022-08-01,19,3,10.497594127669535,0.15789473684210525,29,1005
2020-03-01,2022-09-01,19,7,42.87912639480727,0.3684210526315789,30,1005
2020-03-01,2022-10-01,19,5,32.04212874593363,0.2631578947368421,31,1005
2020-03-01,2022-11-01,19,6,25.524760970438862,0.3157894736842105,32,1005
2020-03-01,2022-12-01,19,5,44.72457533029344,0.2631578947368421,33,1005
2020-04-01,2020-04-01,18,18,7.576390496949907,1.0,0,974
2020-04-01,2020-05-01,18,2,2.2147248053371413,0.1111111111111111,1,974
2020-04-01,2020-06-01,18,1,1.39364003099511,0.05555555555555555,2,974
2020-04-01,2020-07-01,18,0,0.0,0.0,3,974
2020-04-01,2020-08-01,18,0,0.0,0.0,4,974
2020-04-01,2020-09-01,18,5,10.47586259656533,0.2777777777777778,5,974
2020-04-01,2020-10-01,18,8,39.1282857963673,0.4444444444444444,6,974
2020-04-01,2020-11-01,18,6,13.154911572950386,0.3333333333333333,7,974
2020-04-01,2020-12-01,18,7,35.10751049475419,0.3888888888888889,8,974
2020-04-01,2021-01-01,18,9,50.725480803972594,0.5,9,974
2020-04-01,2021-02-01,18,3,10.535736452129772,0.16666666666666666,10,974
2020-04-01,2021-03-01,18,0,0.0,0.0,11,974
2020-04-01,2021-04-01,18,3,6.695235423516217,0.16666666666666666,12,974
2020-04-01,2021-05-01,18,0,0.0,0.0,13,974
2020-04-01,2021-06-01,18,1,0.7713919834466054,0.05555555555555555,14,974
2020-04-01,2021-07-01,18,3,7.545174196922071,0.16666666666666666,15,974
2020-04-01,2021-08-01,18,1,1.1362885088459063,0.05555555555555555,16,974
2020-04-01,2021-09-01,18,3,13.296148880629202,0.16666666666666666,17,974
2020-04-01,2021-10-01,18,3,15.966665772660878,0.16666666666666666,18,974
2020-04-01,2021-11-01,18,2,3.076415946362556,0.1111111111111111,19,974
2020-04-01,2021-12-01,18,2,9.092160895656306,0.1111111111111111,20,974
2020-04-01,2022-01-01,18,3,6.58196497640564,0.16666666666666666,21,974
2020-04-01,2022-02-01,18,2,3.9648615497682087,0.1111111111111111,22,974
2020-04-01,2022-03-01,18,1,0.8624775785803214,0.05555555555555555,23,974
2020-04-01,2022-04-01,18,0,0.0,0.0,24,974
2020-04-01,2022-05-01,18,1,3.2877861647794777,0.05555555555555555,25,974
2020-04-01,2022-06-01,18,0,0.0,0.0,26,974
2020-04-01,2022-07-01,18,0,0.0,0.0,27,974
2020-04-01,2022-08-01,18,0,0.0,0.0,28,974
2020-04-01,2022-09-01,18,2,5.558608498244941,0.1111111111111111,29,974
2020-04-01,2022-10-01,18,3,10.69200536072341,0.16666666666666666,30,974
2020-04-01,2022-11-01,18,2,7.8471896878039535,0.1111111111111111,31,974
2020-04-01,2022-12-01,18,3,6.743843886176653,0.16666666666666666,32,974
2020-05-01,2020-05-01,85,85,45.48036340347775,1.0,0,944
2020-05-01,2020-06-01,85,8,26.923286175118704,0.09411764705882353,1,944
2020-05-01,2020-07-01,85,5,9.625787243661911,0.058823529411764705,2,944
2020-05-01,2020-08-01,85,6,19.98273345283347,0.07058823529411765,3,944
2020-05-01,2020-09-01,85,43,264.3477755366803,0.5058823529411764,4,944
2020-05-01,2020-10-01,85,34,192.21847425698505,0.4,5,944
2020-05-01,2020-11-01,85,25,130.69479390244902,0.29411764705882354,6,944
2020-05-01,2020-12-01,85,34,226.25479493069244,0.4,7,944
2020-05-01,2021-01-01,85,40,294.12694249593477,0.47058823529411764,8,944
2020-05-01,2021-02-01,85,25,124.47936362595749,0.29411764705882354,9,944
2020-05-01,2021-03-01,85,6,11.654442535716926,0.07058823529411765,10,944
2020-05-01,2021-04-01,85,9,22.071466935639688,0.10588235294117647,11,944
2020-05-01,2021-05-01,85,19,110.42536691925798,0.2235294117647059,12,944
2020-05-01,2021-06-01,85,1,1.0682740483058737,0.011764705882352941,13,944
2020-05-01,2021-07-01,85,5,21.907279308854534,0.058823529411764705,14,944
2020-05-01,2021-08-01,85,9,23.933394293963293,0.10588235294117647,15,944
2020-05-01,2021-09-01,85,27,159.7258845056979,0.3176470588235294,16,944
2020-05-01,2021-10-01,85,26,110.33233545337242,0.3058823529411765,17,944
2020-05-01,2021-11-01,85,22,145.7635251972239,0.25882352941176473,18,944
2020-05-01,2021-12-01,85,27,172.20400863332807,0.3176470588235294,19,944
2020-05-01,2022-01-01,85,31,147.6946094740656,0.36470588235294116,20,944
2020-05-01,2022-02-01,85,25,158.91069718237281,0.29411764705882354,21,944
2020-05-01,2022-03-01,85,2,1.8656351474278035,0.023529411764705882,22,944
2020-05-01,2022-04-01,85,9,34.023568485155636,0.10588235294117647,23,944
2020-05-01,2022-05-01,85,18,57.24783846778639,0.21176470588235294,24,944
2020-05-01,2022-06-01,85,2,3.8248521130823723,0.023529411764705882,25,944
2020-05-01,2022-07-01,85,1,5.637457453901228,0.011764705882352941,26,944
2020-05-01,2022-08-01,85,6,30.24674194080111,0.07058823529411765,27,944
2020-05-01,2022-09-01,85,17,97.26217077191973,0.2,28,944
2020-05-01,2022-10-01,85,18,115.79488030134124,0.21176470588235294,29,944
2020-05-01,2022-11-01,85,18,104.42520164977036,0.21176470588235294,30,944
2020-05-01,2022-12-01,85,21,136.93511287738033,0.24705882352941178,31,944
2020-06-01,2020-06-01,143,143,14.227183631068003,1.0,0,913
2020-06-01,2020-07-01,143,5,11.570532322646791,0.03496503496503497,1,913
2020-06-01,2020-08-01,143,25,83.42810708204037,0.17482517482517482,2,913
2020-06-01,2020-09-01,143,54,255.46345663790578,0.3776223776223776,3,913
2020-06-01,2020-10-01,143,47,258.541454368642,0.32867132867132864,4,913
2020-06-01,2020-11-01,143,39,183.72017961751698,0.2727272727272727,5,913
2020-06-01,2020-12-01,143,49,304.51276291565085,0.34265734265734266,6,913
2020-06-01,2021-01-01,143,60,361.71685513811764,0.4195804195804196,7,913
2020-06-01,2021-02-01,143,42,191.2602080668805,0.2937062937062937,8,913
2020-06-01,2021-03-01,143,10,30.280812765472255,0.06993006993006994,9,913
2020-06-01,2021-04-01,143,12,49.00233427289685,0.08391608391608392,10,913
2020-06-01,2021-05-01,143,21,86.37545860500262,0.14685314685314685,11,913
2020-06-01,2021-06-01,143,1,2.249000931685925,0.006993006993006993,12,913
2020-06-01,2021-07-01,143,0,0.0,0.0,13,913
2020-06-01,2021-08-01,143,16,66.29294270392596,0.11188811188811189,14,913
2020-06-01,2021-09-01,143,45,214.93449691231737,0.3146853146853147,15,913
2020-06-01,2021-10-01,143,36,204.51964850942431,0.2517482517482518,16,913
2020-06-01,2021-11-01,143,29,160.11196292217198,0.20279720279720279,17,913
2020-06-01,2021-12-01,143,40,211.58491645084484,0.27972027972027974,18,913
2020-06-01,2022-01-01,143,38,254.56734816448605,0.26573426573426573,19,913
2020-06-01,2022-02-01,143,31,187.75341847747006,0.21678321678321677,20,913
2020-06-01,2022-03-01,143,6,27.209763615134985,0.04195804195804196,21,913
2020-06-01,2022-04-01,143,12,50.34267247495523,0.08391608391608392,22,913
2020-06-01,2022-05-01,143,21,99.35113170642006,0.14685314685314685,23,913
2020-06-01,2022-06-01,143,3,5.09484600585013,0.02097902097902098,24,913
2020-06-01,2022-07-01,143,5,16.693763214069218,0.03496503496503497,25,913
2020-06-01,2022-08-01,143,13,44.26384705969479,0.09090909090909091,26,913
2020-06-01,2022-09-01,143,25,136.85154330293375,0.17482517482517482,27,913
2020-06-01,2022-10-01,143,29,152.46517848346963,0.20279720279720279,28,913
2020-06-01,2022-11-01,143,22,105.24970759477615,0.15384615384615385,29,913
2020-06-01,2022-12-01,143,24,143.89787466172186,0.16783216783216784,30,913
2020-07-01,2020-07-01,11,11,4.056897430238992,1.0,0,883
2020-07-01,2020-08-01,11,1,6.854048670399768,0.09090909090909091,1,883
2020-07-01,2020-09-01,11,3,13.836858196347933,0.2727272727272727,2,883
2020-07-01,2020-10-01,11,2,6.978689494175665,0.18181818181818182,3,883
2020-07-01,2020-11-01,11,2,3.8180735685443565,0.18181818181818182,4,883
2020-07-01,2020-12-01,11,3,14.517914246766985,0.2727272727272727,5,883
2020-07-01,2021-01-01,11,4,22.6472231624889,0.36363636363636365,6,883
2020-07-01,2021-02-01,11,3,13.543995570375186,0.2727272727272727,7,883
2020-07-01,2021-03-01,11,2,3.0670466729033894,0.18181818181818182,8,883
2020-07-01,2021-04-01,11,1,4.499769730857365,0.09090909090909091,9,883
2020-07-01,2021-05-01,11,1,6.284231736687352,0.09090909090909091,10,883
2020-07-01,2021-06-01,11,0,0.0,0.0,11,883
2020-07-01,2021-07-01,11,1,2.3557359072252173,0.09090909090909091,12,883
2020-07-01,2021-08-01,11,1,7.387112661538424,0.09090909090909091,13,883
2020-07-01,2021-09-01,11,2,6.325056990091513,0.18181818181818182,14,883
2020-07-01,2021-10-01,11,0,0.0,0.0,15,883
2020-07-01,2021-11-01,11,0,0.0,0.0,16,883
2020-07-01,2021-12-01,11,3,25.474112783189675,0.2727272727272727,17,883
2020-07-01,2022-01-01,11,1,22.30278038225812,0.09090909090909091,18,883
2020-07-01,2022-02-01,11,1,3.0640252768950877,0.09090909090909091,19,883
2020-07-01,2022-03-01,11,0,0.0,0.0,20,883
2020-07-01,2022-04-01,11,0,0.0,0.0,21,883
2020-07-01,2022-05-01,11,0,0.0,0.0,22,883
2020-07-01,2022-06-01,11,0,0.0,0.0,23,883
2020-07-01,2022-07-01,11,0,0.0,0.0,24,883
2020-07-01,2022-08-01,11,1,21.69382318076471,0.09090909090909091,25,883
2020-07-01,2022-09-01,11,1,7.260837271971598,0.09090909090909091,26,883
2020-07-01,2022-10-01,11,1,5.61721080727011,0.09090909090909091,27,883
2020-07-01,2022-11-01,11,1,9.737226726238143,0.09090909090909091,28,883
2020-07-01,2022-12-01,11,1,5.861482168837774,0.09090909090909091,29,883
2020-08-01,2020-08-01,26,26,10.32810754586477,1.0,0,852
2020-08-01,2020-09-01,26,11,28.640207127630912,0.4230769230769231,1,852
2020-08-01,2020-10-01,26,9,19.875260266361853,0.34615384615384615,2,852
2020-08-01,2020-11-01,26,8,30.91446963352584,0.3076923076923077,3,852
2020-08-01,2020-12-01,26,8,24.266721178033762,0.3076923076923077,4,852
2020-08-01,2021-01-01,26,8,43.26528435496954,0.3076923076923077,5,852
2020-08-01,2021-02-01,26,6,17.045290831439363,0.23076923076923078,6,852
2020-08-01,2021-03-01,26,0,0.0,0.0,7,852
2020-08-01,2021-04-01,26,0,0.0,0.0,8,852
2020-08-01,2021-05-01,26,2,8.32708076809315,0.07692307692307693,9,852
2020-08-01,2021-06-01,26,1,1.1673716691565417,0.038461538461538464,10,852
2020-08-01,2021-07-01,26,0,0.0,0.0,11,852
2020-08-01,2021-08-01,26,1,5.332937417348406,0.038461538461538464,12,852
2020-08-01,2021-09-01,26,4,13.559962929177413,0.15384615384615385,13,852
2020-08-01,2021-10-01,26,5,20.89388243070919,0.19230769230769232,14,852
2020-08-01,2021-11-01,26,4,14.939200192077287,0.15384615384615385,15,852
2020-08-01,2021-12-01,26,7,28.960661689875817,0.2692307692307692,16,852
2020-08-01,2022-01-01,26,6,20.439256538530092,0.23076923076923078,17,852
2020-08-01,2022-02-01,26,2,7.060769084647054,0.07692307692307693,18,852
2020-08-01,2022-03-01,26,3,3.9947466175521447,0.11538461538461539,19,852
2020-08-01,2022-04-01,26,3,5.5695203562168665,0.11538461538461539,20,852
2020-08-01,2022-05-01,26,4,15.035359481670346,0.15384615384615385,21,852
2020-08-01,2022-06-01,26,0,0.0,0.0,22,852
2020-08-01,2022-07-01,26,0,0.0,0.0,23,852
2020-08-01,2022-08-01,26,2,2.598034841439619,0.07692307692307693,24,852
2020-08-01,2022-09-01,26,6,27.718117306043826,0.23076923076923078,25,852
2020-08-01,2022-10-01,26,3,8.944947428073322,0.11538461538461539,26,852
2020-08-01,2022-11-01,26,3,12.7438802669035,0.11538461538461539,27,852
2020-08-01,2022-12-01,26,7,14.774392676187649,0.2692307692307692,28,852
2020-09-01,2020-09-01,556,556,1584.1813271365652,1.0,0,821
2020-09-01,2020-10-01,556,245,1204.2456282901942,0.44064748201438847,1,821
2020-09-01,2020-11-01,556,193,877.2171379734175,0.3471223021582734,2,821
2020-09-01,2020-12-01,556,264,1460.5792241331176,0.4748201438848921,3,821
2020-09-01,2021-01-01,556,280,1777.4924834554427,0.5035971223021583,4,821
2020-09-01,2021-02-01,556,191,860.5260335999578,0.3435251798561151,5,821
2020-09-01,2021-03-01,556,37,98.63409527768862,0.06654676258992806,6,821
2020-09-01,2021-04-01,556,62,232.9047149509939,0.11151079136690648,7,821
2020-09-01,2021-05-01,556,96,309.32766244202026,0.17266187050359713,8,821
2020-09-01,2021-06-01,556,19,56.221520526575404,0.0341726618705036,9,821
2020-09-01,2021-07-01,556,10,19.05204684441783,0.017985611510791366,10,821
2020-09-01,2021-08-01,556,58,208.7026237219467,0.10431654676258993,11,821
2020-09-01,2021-09-01,556,158,892.3304239507931,0.2841726618705036,12,821
2020-09-01,2021-10-01,556,148,700.1845149453675,0.26618705035971224,13,821
2020-09-01,2021-11-01,556,122,612.9817522849745,0.21942446043165467,14,821
2020-09-01,2021-12-01,556,154,873.2093241812114,0.27697841726618705,15,821
2020-09-01,2022-01-01,556,181,1124.6167297125749,0.3255395683453237,16,821
2020-09-01,2022-02-01,556,117,592.4540332264935,0.210431654676259,17,821
2020-09-01,2022-03-01,556,29,96.37431606913484,0.052158273381294966,18,821
2020-09-01,2022-04-01,556,47,179.8611564492373,0.08453237410071943,19,821
2020-09-01,2022-05-01,556,75,273.8997379322451,0.13489208633093525,20,821
2020-09-01,2022-06-01,556,14,53.163501522226426,0.025179856115107913,21,821
2020-09-01,2022-07-01,556,10,36.49176507477382,0.017985611510791366,22,821
2020-09-01,2022-08-01,556,39,127.16499589353197,0.07014388489208633,23,821
2020-09-01,2022-09-01,556,114,582.879472161335,0.20503597122302158,24,821
2020-09-01,2022-10-01,556,114,652.7469283650119,0.20503597122302158,25,821
2020-09-01,2022-11-01,556,93,413.59850463253895,0.1672661870503597,26,821
2020-09-01,2022-12-01,556,126,732.4074922601244,0.22661870503597123,27,821
2020-10-01,2020-10-01,233,233,462.12034916275655,1.0,0,791
2020-10-01,2020-11-01,233,102,446.9128287064639,0.43776824034334766,1,791
2020-10-01,2020-12-01,233,109,694.1525313662028,0.4678111587982833,2,791
2020-10-01,2021-01-01,233,125,898.765423057192,0.5364806866952789,3,791
2020-10-01,2021-02-01,233,93,368.6445248274883,0.39914163090128757,4,791
2020-10-01,2021-03-01,233,22,77.48506702774448,0.0944206008583691,5,791
2020-10-01,2021-04-01,233,30,109.91679583806105,0.12875536480686695,6,791
2020-10-01,2021-05-01,233,52,199.68869074025247,0.22317596566523606,7,791
2020-10-01,2021-06-01,233,8,15.801179382626492,0.034334763948497854,8,791
2020-10-01,2021-07-01,233,9,29.042264126533336,0.03862660944206009,9,791
2020-10-01,2021-08-01,233,21,64.87228065538417,0.09012875536480687,10,791
2020-10-01,2021-09-01,233,72,346.9040964957695,0.3090128755364807,11,791
2020-10-01,2021-10-01,233,62,266.5266326992719,0.26609442060085836,12,791
2020-10-01,2021-11-01,233,51,240.18535796463306,0.21888412017167383,13,791
2020-10-01,2021-12-01,233,77,425.02747404065735,0.33047210300429186,14,791
2020-10-01,2022-01-01,233,78,520.021119904824,0.33476394849785407,15,791
2020-10-01,2022-02-01,233,61,355.32152063275225,0.26180257510729615,16,791
2020-10-01,2022-03-01,233,14,44.109656094359465,0.060085836909871244,17,791
2020-10-01,2022-04-01,233,25,67.69985348287975,0.1072961373390558,18,791
2020-10-01,2022-05-01,233,40,175.27762552754817,0.17167381974248927,19,791
2020-10-01,2022-06-01,233,5,13.066202930656162,0.02145922746781116,20,791
2020-10-01,2022-07-01,233,4,9.252934142581738,0.017167381974248927,21,791
2020-10-01,2022-08-01,233,16,60.26582028591352,0.06866952789699571,22,791
2020-10-01,2022-09-01,233,61,299.070328180922,0.26180257510729615,23,791
2020-10-01,2022-10-01,233,51,281.6694804088731,0.21888412017167383,24,791
2020-10-01,2022-11-01,233,47,207.62003405109408,0.2017167381974249,25,791
2020-10-01,2022-12-01,233,62,383.0679105285228,0.26609442060085836,26,791
2020-11-01,2020-11-01,271,271,655.5211834768586,1.0,0,760
2020-11-01,2020-12-01,271,157,969.9694391864034,0.5793357933579336,1,760
2020-11-01,2021-01-01,271,160,1100.5087095371734,0.5904059040590406,2,760
2020-11-01,2021-02-01,271,110,649.0561289487287,0.4059040590405904,3,760
2020-11-01,2021-03-01,271,30,105.4930034530586,0.11070110701107011,4,760
2020-11-01,2021-04-01,271,34,120.95593355205527,0.12546125461254612,5,760
2020-11-01,2021-05-01,271,47,184.40417333270491,0.17343173431734318,6,760
2020-11-01,2021-06-01,271,10,27.771094732319334,0.03690036900369004,7,760
2020-11-01,2021-07-01,271,3,20.89511621565722,0.01107011070110701,8,760
2020-11-01,2021-08-01,271,30,96.71210628114089,0.11070110701107011,9,760
2020-11-01,2021-09-01,271,78,453.06394306862563,0.2878228782287823,10,760
2020-11-01,2021-10-01,271,91,410.2575535224115,0.33579335793357934,11,760
2020-11-01,2021-11-01,271,73,296.136230209368,0.2693726937269373,12,760
2020-11-01,2021-12-01,271,80,522.3614139451679,0.2952029520295203,13,760
2020-11-01,2022-01-01,271,91,753.2279785072242,0.33579335793357934,14,760
2020-11-01,2022-02-01,271,66,383.6148767551786,0.24354243542435425,15,760
2020-11-01,2022-03-01,271,18,41.913848603801334,0.06642066420664207,16,760
2020-11-01,2022-04-01,271,21,72.98984565836908,0.07749077490774908,17,760
2020-11-01,2022-05-01,271,39,129.77012553794134,0.14391143911439114,18,760
2020-11-01,2022-06-01,271,7,12.466090028706162,0.025830258302583026,19,760
2020-11-01,2022-07-01,271,4,9.546127170175334,0.014760147601476014,20,760
2020-11-01,2022-08-01,271,27,84.63022799781473,0.0996309963099631,21,760
2020-11-01,2022-09-01,271,64,280.99638625926656,0.23616236162361623,22,760
2020-11-01,2022-10-01,271,53,208.03058865629444,0.19557195571955718,23,760
2020-11-01,2022-11-01,271,43,221.9928578158354,0.15867158671586715,24,760
2020-11-01,2022-12-01,271,76,434.34477012089775,0.28044280442804426,25,760
2020-12-01,2020-12-01,6,6,20.56617222466412,1.0,0,730
2020-12-01,2021-01-01,6,3,36.22540177282685,0.5,1,730
2020-12-01,2021-02-01,6,3,12.274640781534112,0.5,2,730
2020-12-01,2021-03-01,6,1,3.2927484368172175,0.16666666666666666,3,730
2020-12-01,2021-04-01,6,0,0.0,0.0,4,730
2020-12-01,2021-05-01,6,0,0.0,0.0,5,730
2020-12-01,2021-06-01,6,0,0.0,0.0,6,730
2020-12-01,2021-07-01,6,0,0.0,0.0,7,730
2020-12-01,2021-08-01,6,1,7.3903580823873485,0.16666666666666666,8,730
2020-12-01,2021-09-01,6,3,21.410585292677386,0.5,9,730
2020-12-01,2021-10-01,6,2,13.701586158456836,0.3333333333333333,10,730
2020-12-01,2021-11-01,6,2,18.51054643008718,0.3333333333333333,11,730
2020-12-01,2021-12-01,6,3,22.139730515204306,0.5,12,730
2020-12-01,2022-01-01,6,2,15.599071144539316,0.3333333333333333,13,730
2020-12-01,2022-02-01,6,1,4.129144343961298,0.16666666666666666,14,730
2020-12-01,2022-03-01,6,0,0.0,0.0,15,730
2020-12-01,2022-04-01,6,0,0.0,0.0,16,730
2020-12-01,2022-05-01,6,1,3.0132064525436917,0.16666666666666666,17,730
2020-12-01,2022-06-01,6,0,0.0,0.0,18,730
2020-12-01,2022-07-01,6,0,0.0,0.0,19,730
2020-12-01,2022-08-01,6,1,3.1126713214666517,0.16666666666666666,20,730
2020-12-01,2022-09-01,6,1,4.4167543554468,0.16666666666666666,21,730
2020-12-01,2022-10-01,6,1,1.5293739691239892,0.16666666666666666,22,730
2020-12-01,2022-11-01,6,2,7.258566598859597,0.3333333333333333,23,730
