cohort,n_users,period,age,cohort_age,retention_true_mu,retention_true,n_active_users,revenue,retention
2020-02-01,62,2020-02-01,1399,0,-1.4421222900435424,0.19121691491760387,62,59.53521148358371,1.0
2020-02-01,62,2020-03-01,1399,29,-2.2491209108345602,0.0954253203021969,3,1.6487872948553324,0.04838709677419355
2020-02-01,62,2020-04-01,1399,60,-3.174924143138666,0.040120353157758346,1,0.3826861176143949,0.016129032258064516
2020-02-01,62,2020-05-01,1399,90,-3.0817616377866885,0.04386586999188141,4,1.6975583701981325,0.06451612903225806
2020-02-01,62,2020-06-01,1399,121,-2.9081481543265943,0.051752237436402525,3,3.2257994395904266,0.04838709677419355
2020-02-01,62,2020-07-01,1399,151,-3.5428504880653957,0.028117288654975828,0,0.0,0.0
2020-02-01,62,2020-08-01,1399,182,-3.93657226510026,0.019141447253871124,1,0.11005941021003446,0.016129032258064516
2020-02-01,62,2020-09-01,1399,213,-3.111235073229449,0.04264619078145576,0,0.0,0.0
2020-02-01,62,2020-10-01,1399,243,-2.2795137279914295,0.09283389677867426,5,2.4576672025066673,0.08064516129032258
2020-02-01,62,2020-11-01,1399,274,-2.4434342515106624,0.07992001742237399,5,1.8500088715605243,0.08064516129032258
2020-02-01,62,2020-12-01,1399,304,-2.635551033737899,0.06688516795380504,2,0.27159986097177885,0.03225806451612903
2020-02-01,62,2021-01-01,1399,335,-2.0357081671084694,0.11550447636111644,8,3.6750696122857103,0.12903225806451613
2020-02-01,62,2021-02-01,1399,366,-1.703550861472114,0.15400207096943716,15,4.069199224625056,0.24193548387096775
2020-02-01,62,2021-03-01,1399,394,-2.472134083025242,0.07783491974057917,7,1.4834221011283202,0.11290322580645161
2020-02-01,62,2021-04-01,1399,425,-3.422200685063477,0.031608796631961096,2,0.18841562882107796,0.03225806451612903
2020-02-01,62,2021-05-01,1399,455,-3.356347496756295,0.03368792108533338,2,0.6379660690292138,0.03225806451612903
2020-02-01,62,2021-06-01,1399,486,-3.1615070485670014,0.040640255126638936,5,1.131114915847346,0.08064516129032258
2020-02-01,62,2021-07-01,1399,516,-3.7777463335525496,0.022362656634738746,2,0.12253289625103163,0.03225806451612903
2020-02-01,62,2021-08-01,1399,547,-4.20506921687462,0.01470042659590623,1,0.0646692410656272,0.016129032258064516
2020-02-01,62,2021-09-01,1399,578,-3.4097830279906933,0.031991115927998505,7,1.3183815134743888,0.11290322580645161
2020-02-01,62,2021-10-01,1399,608,-2.5529983121230253,0.07222531413784185,1,0.2559841069326007,0.016129032258064516
2020-02-01,62,2021-11-01,1399,639,-2.6901563160297717,0.0635567141988003,4,0.5994426241043109,0.06451612903225806
2020-02-01,62,2021-12-01,1399,669,-2.9041836401714742,0.05194713787878564,1,0.1781815837394598,0.016129032258064516
2020-02-01,62,2022-01-01,1399,700,-2.296422452822755,0.09141968564842555,9,0.7447128251471034,0.14516129032258066
2020-02-01,62,2022-02-01,1399,731,-1.9642651471863992,0.12300620161806769,8,0.7871211945534832,0.12903225806451613
2020-02-01,62,2022-03-01,1399,759,-2.7328483687395275,0.061062650116307036,4,0.2838339208804157,0.06451612903225806
2020-02-01,62,2022-04-01,1399,790,-3.6829149707777624,0.024532574266121487,1,0.02272870189804948,0.016129032258064516
2020-02-01,62,2022-05-01,1399,820,-3.6170617824705804,0.026158820758887473,4,0.13614272724317406,0.06451612903225806
2020-02-01,62,2022-06-01,1399,851,-3.4222213342812875,0.03160816457211238,1,0.08534454061482691,0.016129032258064516
2020-02-01,62,2022-07-01,1399,881,-4.038460619266836,0.017319336413388065,1,0.05807551035088818,0.016129032258064516
2020-02-01,62,2022-08-01,1399,912,-4.4657835025889066,0.011365036448593236,0,0.0,0.0
2020-02-01,62,2022-09-01,1399,943,-3.6704973137049794,0.024831498895440708,1,0.02699251099315865,0.016129032258064516
2020-02-01,62,2022-10-01,1399,973,-2.813712597837311,0.05658765535745513,4,0.15243097197699693,0.06451612903225806
2020-02-01,62,2022-11-01,1399,1004,-2.9508706017440574,0.04969538061623818,3,0.033817644095064874,0.04838709677419355
2020-02-01,62,2022-12-01,1399,1034,-3.16489792588576,0.040508255216982335,1,0.004871580698800475,0.016129032258064516
2020-02-01,62,2023-01-01,1399,1065,-2.5571367385370407,0.07194849352939507,5,0.09824810783932714,0.08064516129032258
2020-02-01,62,2023-02-01,1399,1096,-2.2249794329006853,0.09752964729284093,6,0.07379355965113388,0.0967741935483871
2020-02-01,62,2023-03-01,1399,1124,-2.9935626544538136,0.0477175396738522,1,0.02845747314393535,0.016129032258064516
2020-02-01,62,2023-04-01,1399,1155,-3.9436292564920485,0.01900940050912251,2,0.01899603345655971,0.03225806451612903
2020-02-01,62,2023-05-01,1399,1185,-3.8777760681848665,0.0202771305523426,0,0.0,0.0
2020-02-01,62,2023-06-01,1399,1216,-3.6829356199955736,0.024532080120177473,4,0.05726805214957689,0.06451612903225806
2020-02-01,62,2023-07-01,1399,1246,-4.299174904981121,0.01339781981851284,1,0.02244407593901588,0.016129032258064516
2020-02-01,62,2023-08-01,1399,1277,-4.726497788303192,0.008779672008335246,0,0.0,0.0
2020-02-01,62,2023-09-01,1399,1308,-3.9312115994192647,0.01924235389976267,2,0.012793913607855546,0.03225806451612903
2020-02-01,62,2023-10-01,1399,1338,-3.074426883551597,0.0441745330157672,3,0.008166231878411844,0.04838709677419355
2020-02-01,62,2023-11-01,1399,1369,-3.2115848874583435,0.038732082917407866,2,0.05326000830565382,0.03225806451612903
2020-02-01,62,2023-12-01,1399,1399,-3.425612211600046,0.03150453759395365,2,0.02189697030833631,0.03225806451612903
2020-03-01,580,2020-03-01,1370,0,-2.2179407070997565,0.09815093662391138,580,625.5675626563773,1.0
2020-03-01,580,2020-04-01,1370,31,-3.1442123149378842,0.04131993579159904,23,16.971517335334624,0.039655172413793106
2020-03-01,580,2020-05-01,1370,61,-3.0515030762317332,0.04515262573358981,23,23.894371915080622,0.039655172413793106
2020-03-01,580,2020-06-01,1370,92,-2.8783579683056595,0.053233834098011225,33,27.525182338561994,0.056896551724137934
2020-03-01,580,2020-07-01,1370,122,-3.5135135686902883,0.02893016486856152,22,8.047638347125408,0.03793103448275862
2020-03-01,580,2020-08-01,1370,153,-3.907703721259173,0.01969104687352199,16,8.582266017593556,0.027586206896551724
2020-03-01,580,2020-09-01,1370,184,-3.0828349049223833,0.04382087742208031,31,13.04303427645744,0.05344827586206897
2020-03-01,580,2020-10-01,1370,214,-2.251566826330191,0.0952143993420748,57,26.739459024067916,0.09827586206896552
2020-03-01,580,2020-11-01,1370,245,-2.4159557253834447,0.0819640567113362,57,21.493209463609677,0.09827586206896552
2020-03-01,580,2020-12-01,1370,275,-2.608525774256508,0.06859172756145614,38,16.54388524788925,0.06551724137931035
2020-03-01,580,2021-01-01,1370,306,-2.009151283161099,0.11824543929256628,73,23.611624317123724,0.12586206896551724
2020-03-01,580,2021-02-01,1370,337,-1.6774623530587647,0.15743178764156646,83,23.994192091546022,0.14310344827586208
2020-03-01,580,2021-03-01,1370,365,-2.4464686234813318,0.07969717575269604,46,12.695621027730281,0.07931034482758621
2020-03-01,580,2021-04-01,1370,396,-3.397003601053587,0.0323892409101894,19,4.411009920097396,0.032758620689655175
2020-03-01,580,2021-05-01,1370,426,-3.3316036793922326,0.034502768095304,13,2.283370130797308,0.022413793103448276
2020-03-01,580,2021-06-01,1370,457,-3.13723160673696,0.041597346903543636,24,5.304770638986591,0.041379310344827586
2020-03-01,580,2021-07-01,1370,487,-3.753924158368335,0.02288943957911943,13,3.3830490497372376,0.022413793103448276
2020-03-01,580,2021-08-01,1370,518,-4.181715417224427,0.015042552563550677,5,0.7070012159508616,0.008620689655172414
2020-03-01,580,2021-09-01,1370,549,-3.3868976038745204,0.032707465778769415,16,1.4212242527615557,0.027586206896551724
2020-03-01,580,2021-10-01,1370,579,-2.5305661546526794,0.07374296610865429,44,5.61350497721435,0.07586206896551724
2020-03-01,580,2021-11-01,1370,610,-2.668192534093447,0.06487653697251733,35,4.043252092704443,0.0603448275862069
2020-03-01,580,2021-12-01,1370,640,-2.8826731248809763,0.05301676904594632,22,2.2453845431264643,0.03793103448275862
2020-03-01,580,2022-01-01,1370,671,-2.275380313066278,0.09318258181186873,56,4.42853045248225,0.09655172413793103
2020-03-01,580,2022-02-01,1370,702,-1.9436913829639435,0.12524287952642538,63,5.822274731617632,0.10862068965517241
2020-03-01,580,2022-03-01,1370,730,-2.71269765338651,0.06222824138787267,40,2.792146905086543,0.06896551724137931
2020-03-01,580,2022-04-01,1370,761,-3.663232630958766,0.025008020998257156,18,1.6403041869100503,0.03103448275862069
2020-03-01,580,2022-05-01,1370,791,-3.5978327092974114,0.02665316145854239,16,0.8788925871383505,0.027586206896551724
2020-03-01,580,2022-06-01,1370,822,-3.403460636642139,0.03218748614076066,17,0.6553083351076299,0.029310344827586206
2020-03-01,580,2022-07-01,1370,852,-4.020153188273514,0.01763368650305591,14,0.772355496631211,0.02413793103448276
2020-03-01,580,2022-08-01,1370,883,-4.447944447129606,0.011567230923361012,12,0.38308013283551917,0.020689655172413793
2020-03-01,580,2022-09-01,1370,914,-3.6531266337796993,0.025255618111143508,12,0.19008663984231536,0.020689655172413793
2020-03-01,580,2022-10-01,1370,944,-2.7967951845578582,0.05749760397649469,39,1.2346906277377878,0.06724137931034482
2020-03-01,580,2022-11-01,1370,975,-2.9344215639986255,0.05047797786968621,38,1.1245175832247984,0.06551724137931035
2020-03-01,580,2022-12-01,1370,1005,-3.148902154786155,0.04113455816001288,20,0.7666748007806566,0.034482758620689655
2020-03-01,580,2023-01-01,1370,1036,-2.541609342971457,0.07299220342881961,46,0.9707861155939222,0.07931034482758621
2020-03-01,580,2023-02-01,1370,1067,-2.2099204128691223,0.09886316330867521,69,1.8432255604347398,0.11896551724137931
2020-03-01,580,2023-03-01,1370,1095,-2.978926683291689,0.04838702641379153,32,0.655394257409685,0.05517241379310345
2020-03-01,580,2023-04-01,1370,1126,-3.9294616608639448,0.019275406688932503,11,0.2570444457783475,0.01896551724137931
2020-03-01,580,2023-05-01,1370,1156,-3.86406173920259,0.020551378983476174,9,0.08046593666616664,0.015517241379310345
2020-03-01,580,2023-06-01,1370,1187,-3.6696896665473178,0.02485106349422427,14,0.20487167789265565,0.02413793103448276
2020-03-01,580,2023-07-01,1370,1217,-4.286382218178693,0.013567974507638093,8,0.04910329830231666,0.013793103448275862
2020-03-01,580,2023-08-01,1370,1248,-4.714173477034784,0.008887577316328105,4,0.0984044333778561,0.006896551724137931
2020-03-01,580,2023-09-01,1370,1279,-3.919355663684878,0.019467380110870205,6,0.039637520445203446,0.010344827586206896
2020-03-01,580,2023-10-01,1370,1309,-3.063024214463037,0.0446584997855993,25,0.22058837757942054,0.04310344827586207
2020-03-01,580,2023-11-01,1370,1340,-3.200650593903804,0.039141247136350386,26,0.2302119278292815,0.04482758620689655
2020-03-01,580,2023-12-01,1370,1370,-3.415131184691334,0.031825909801224274,18,0.17376397291210105,0.03103448275862069
2020-04-01,533,2020-04-01,1339,0,-3.1101656889523275,0.042689872420708846,533,552.8909980341276,1.0
2020-04-01,533,2020-05-01,1339,30,-3.0179626718732706,0.0466209449217837,19,25.486539645783587,0.03564727954971857
2020-04-01,533,2020-06-01,1339,61,-2.845340659628528,0.05492266477398743,30,24.17566329533943,0.05628517823639775
2020-04-01,533,2020-07-01,1339,91,-3.4810024816402514,0.0298576280800381,14,14.971068423604775,0.02626641651031895
2020-04-01,533,2020-08-01,1339,122,-3.8757157298904668,0.020318101649044115,12,6.3727628420441995,0.0225140712945591
2020-04-01,533,2020-09-01,1339,153,-3.051370009235007,0.0451583631135195,25,13.478574827160731,0.04690431519699812
2020-04-01,533,2020-10-01,1339,183,-2.220608152269909,0.09791507446176748,59,36.18783560291275,0.11069418386491557
2020-04-01,533,2020-11-01,1339,214,-2.3855201470044936,0.08428354288386453,44,23.00251468745689,0.0825515947467167
2020-04-01,533,2020-12-01,1339,244,-2.5785964175046514,0.07052868644252476,40,13.193565404958932,0.075046904315197
2020-04-01,533,2021-01-01,1339,275,-1.9797450220905732,0.12134602130867894,58,25.829243563454128,0.10881801125703565
2020-04-01,533,2021-02-01,1339,306,-1.64857918766957,0.16130106889404577,79,31.052930800555504,0.14821763602251406
2020-04-01,533,2021-03-01,1339,334,-2.4180579316107575,0.08180601315294521,57,16.92354418306256,0.10694183864915573
2020-04-01,533,2021-04-01,1339,365,-3.3691160048643445,0.03327473304607369,21,5.489067736432448,0.039399624765478425
2020-04-01,533,2021-05-01,1339,395,-3.304222304830084,0.03542662309406882,14,4.494321931180879,0.02626641651031895
2020-04-01,533,2021-06-01,1339,426,-3.1103733278561423,0.04268138755448187,19,2.9982200862983865,0.03564727954971857
2020-04-01,533,2021-07-01,1339,456,-3.7275721011146112,0.02348628638535199,9,1.0263996559271975,0.016885553470919325
2020-04-01,533,2021-08-01,1339,487,-4.155886455652034,0.015430074069978329,9,1.7422887364353619,0.016885553470919325
2020-04-01,533,2021-09-01,1339,518,-3.361591737983458,0.033517621913293216,22,3.282120537153073,0.04127579737335835
2020-04-01,533,2021-10-01,1339,548,-2.5057665103887117,0.07545491364521742,26,3.447633146798134,0.04878048780487805
2020-04-01,533,2021-11-01,1339,579,-2.64391598551081,0.06636498605695328,35,3.622161728511213,0.06566604127579738
2020-04-01,533,2021-12-01,1339,609,-2.858902797925434,0.05422294057727447,32,3.01419396922338,0.0600375234521576
2020-04-01,533,2022-01-01,1339,640,-2.252133081792066,0.09516562839707425,44,3.2538557980235243,0.0825515947467167
2020-04-01,533,2022-02-01,1339,671,-1.9209672473710624,0.12775374449522509,79,7.572040380557638,0.14821763602251406
2020-04-01,533,2022-03-01,1339,699,-2.6904459913122505,0.06353947569972532,30,3.087601536244622,0.05628517823639775
2020-04-01,533,2022-04-01,1339,730,-3.6415040645658365,0.025543324119498906,11,0.850472547684642,0.020637898686679174
2020-04-01,533,2022-05-01,1339,760,-3.576610364531576,0.02720929364675256,13,0.9312522068797932,0.024390243902439025
2020-04-01,533,2022-06-01,1339,791,-3.3827613875576343,0.03283857933023578,16,1.2078746736062786,0.0300187617260788
2020-04-01,533,2022-07-01,1339,821,-3.999960160816104,0.01798691364340521,9,0.39886347811021455,0.016885553470919325
2020-04-01,533,2022-08-01,1339,852,-4.428274515353527,0.011794299943904909,2,0.06362784558111508,0.00375234521575985
2020-04-01,533,2022-09-01,1339,883,-3.633979797684951,0.0257312797166423,10,0.31267940673383066,0.01876172607879925
2020-04-01,533,2022-10-01,1339,913,-2.778154570090204,0.05851614117797223,28,1.0229255554494265,0.0525328330206379
2020-04-01,533,2022-11-01,1339,944,-2.9163040452123026,0.051353455809318556,33,1.2963324834215322,0.06191369606003752
2020-04-01,533,2022-12-01,1339,974,-3.131290857626926,0.041834832829983265,20,0.6053445448217117,0.0375234521575985
2020-04-01,533,2023-01-01,1339,1005,-2.5245211414935587,0.0741569358034461,27,0.7054946806189919,0.05065666041275797
2020-04-01,533,2023-02-01,1339,1036,-2.193355307072555,0.10034877368846294,58,1.363640230257248,0.10881801125703565
2020-04-01,533,2023-03-01,1339,1064,-2.962834051013743,0.04913343178585045,21,0.502485876527959,0.039399624765478425
2020-04-01,533,2023-04-01,1339,1095,-3.9138921242673295,0.019571944607822897,17,0.27467315517257035,0.03189493433395872
2020-04-01,533,2023-05-01,1339,1125,-3.848998424233069,0.020856788668865565,11,0.16060093277473383,0.020637898686679174
2020-04-01,533,2023-06-01,1339,1156,-3.6551494472591273,0.025205868742625655,14,0.21887437432291534,0.02626641651031895
2020-04-01,533,2023-07-01,1339,1186,-4.272348220517596,0.013757091834215557,5,0.05750255163367815,0.009380863039399626
2020-04-01,533,2023-08-01,1339,1217,-4.700662575055019,0.009007382418157574,1,0.0030721574574891723,0.001876172607879925
2020-04-01,533,2023-09-01,1339,1248,-3.906367857386444,0.019716850019537043,8,0.04370197492678382,0.0150093808630394
2020-04-01,533,2023-10-01,1339,1278,-3.050542629791696,0.04519405238714389,26,0.1925438934026412,0.04878048780487805
2020-04-01,533,2023-11-01,1339,1309,-3.1886921049137946,0.039593483422636175,14,0.1360247926346296,0.02626641651031895
2020-04-01,533,2023-12-01,1339,1339,-3.4036789173284188,0.03218068707477619,20,0.21865903939774384,0.0375234521575985
2020-05-01,294,2020-05-01,1309,0,-2.9842533737968977,0.0481423442896187,294,301.21335670127064,1.0
2020-05-01,294,2020-06-01,1309,31,-2.812161155331351,0.05667053687986363,19,17.27944875604865,0.06462585034013606
2020-05-01,294,2020-07-01,1309,61,-3.4483356810003603,0.03081853168594048,11,10.319438339359035,0.03741496598639456
2020-05-01,294,2020-08-01,1309,92,-3.843578723029772,0.020967756522100655,7,4.299885259512558,0.023809523809523808
2020-05-01,294,2020-09-01,1309,123,-3.0197627961535076,0.04654099928780648,16,11.53674741083085,0.05442176870748299
2020-05-01,294,2020-10-01,1309,153,-2.1895136428456956,0.10069612777318628,24,16.8229832553512,0.08163265306122448
2020-05-01,294,2020-11-01,1309,184,-2.354955431359476,0.08667269352342502,27,11.423673073909685,0.09183673469387756
2020-05-01,294,2020-12-01,1309,214,-2.5485444055169197,0.07252433437512949,21,5.9580286761196115,0.07142857142857142
2020-05-01,294,2021-01-01,1309,245,-1.9502228038820375,0.12452906572460133,35,16.65932701116762,0.11904761904761904
2020-05-01,294,2021-02-01,1309,276,-1.6195867632402292,0.16526186847485838,51,16.80526556977386,0.17346938775510204
2020-05-01,294,2021-03-01,1309,304,-2.3895440305948843,0.08397349930093535,21,6.67080495808164,0.07142857142857142
2020-05-01,294,2021-04-01,1309,335,-3.341131897627667,0.034186764951069495,9,5.0154606191630196,0.030612244897959183
2020-05-01,294,2021-05-01,1309,365,-3.2767509012506917,0.036377439268786387,11,3.021222291631027,0.03741496598639456
2020-05-01,294,2021-06-01,1309,396,-3.0834317180559463,0.04379587739593907,9,2.4487216830574154,0.030612244897959183
2020-05-01,294,2021-07-01,1309,426,-3.701143194971701,0.024100119634861947,8,0.8965124198464077,0.027210884353741496
2020-05-01,294,2021-08-01,1309,457,-4.129987343288319,0.01582851113174846,5,0.7322244330617746,0.017006802721088437
2020-05-01,294,2021-09-01,1309,488,-3.33622241939894,0.03434923748285478,14,1.6126053143196564,0.047619047619047616
2020-05-01,294,2021-10-01,1309,518,-2.4809098954614788,0.07720735043917973,27,4.110101861334657,0.09183673469387756
2020-05-01,294,2021-11-01,1309,549,-2.6195891643627727,0.0678882864223437,16,2.6002462059585474,0.05442176870748299
2020-05-01,294,2021-12-01,1309,579,-2.8350886804346827,0.05545724024937224,20,2.4415717109369575,0.06802721088435375
2020-05-01,294,2022-01-01,1309,610,-2.2288487580805105,0.09718960848094615,20,1.6109830939982341,0.06802721088435375
2020-05-01,294,2022-02-01,1309,641,-1.8982127174387027,0.13031089323202688,42,4.288073093576781,0.14285714285714285
2020-05-01,294,2022-03-01,1309,669,-2.6681699847933578,0.06487790499722494,22,1.9567908141938168,0.07482993197278912
2020-05-01,294,2022-04-01,1309,700,-3.61975785182614,0.02609022731099911,7,0.12241381993295408,0.023809523809523808
2020-05-01,294,2022-05-01,1309,730,-3.5553768554491656,0.027777000173697233,5,0.185588340324858,0.017006802721088437
2020-05-01,294,2022-06-01,1309,761,-3.3620576722544193,0.03350253162970479,12,0.8475168314828525,0.04081632653061224
2020-05-01,294,2022-07-01,1309,791,-3.979769149170174,0.01834704795906501,8,0.3628235831663786,0.027210884353741496
2020-05-01,294,2022-08-01,1309,822,-4.408613297486793,0.012025668650868127,7,0.47918094688840873,0.023809523809523808
2020-05-01,294,2022-09-01,1309,853,-3.614848373597413,0.02621526550124547,5,0.2704559859332645,0.017006802721088437
2020-05-01,294,2022-10-01,1309,883,-2.7595358496599522,0.05955035498977304,21,1.2125079446501827,0.07142857142857142
2020-05-01,294,2022-11-01,1309,914,-2.898215118561246,0.05224186670036777,13,0.5563916503141534,0.04421768707482993
2020-05-01,294,2022-12-01,1309,944,-3.1137146346331557,0.042545071230230054,11,0.4143567223081351,0.03741496598639456
2020-05-01,294,2023-01-01,1309,975,-2.507474712278984,0.0753358333579082,17,0.5171963386355732,0.05782312925170068
2020-05-01,294,2023-02-01,1309,1006,-2.176838671637176,0.10184975099232225,36,1.0407569804489183,0.12244897959183673
2020-05-01,294,2023-03-01,1309,1034,-2.946795938991831,0.04988816307787714,12,0.35766159012104937,0.04081632653061224
2020-05-01,294,2023-04-01,1309,1065,-3.898383806024613,0.019871759724175563,4,0.03688538016533259,0.013605442176870748
2020-05-01,294,2023-05-01,1309,1095,-3.8340028096476386,0.021165236287031486,4,0.06678105299189543,0.013605442176870748
2020-05-01,294,2023-06-01,1309,1126,-3.6406836264528923,0.025563753483168198,2,0.023522459311311243,0.006802721088435374
2020-05-01,294,2023-07-01,1309,1156,-4.258395103368648,0.013947695493110644,3,0.018523982347993847,0.01020408163265306
2020-05-01,294,2023-08-01,1309,1187,-4.687239251685266,0.00912799547115455,3,0.042684659911667484,0.01020408163265306
2020-05-01,294,2023-09-01,1309,1218,-3.893474327795886,0.019967606743669715,1,0.0009846536224714637,0.003401360544217687
2020-05-01,294,2023-10-01,1309,1248,-3.0381618038584257,0.045731322654498245,14,0.06555671080652625,0.047619047619047616
2020-05-01,294,2023-11-01,1309,1279,-3.1768410727597196,0.04004659588005012,12,0.2110400771924473,0.04081632653061224
2020-05-01,294,2023-12-01,1309,1309,-3.3923405888316296,0.03253569962731037,9,0.09093085283817362,0.030612244897959183
2020-06-01,846,2020-06-01,1278,0,-2.776522725885769,0.05860610753755756,846,824.1179836986101,1.0
2020-06-01,846,2020-07-01,1278,30,-3.413252313059174,0.031883854466125044,44,42.47163574007215,0.05200945626477541
2020-06-01,846,2020-08-01,1278,61,-3.8090689186431277,0.021688012873263943,19,13.419296593342438,0.022458628841607566
2020-06-01,846,2020-09-01,1278,92,-2.985826555321406,0.048070305007028906,31,24.850990470761246,0.03664302600472813
2020-06-01,846,2020-10-01,1278,122,-2.15613246351799,0.10375955648746896,97,74.4394659865521,0.11465721040189125
2020-06-01,846,2020-11-01,1278,153,-2.3221478155863124,0.0893052237651722,74,48.693686731228475,0.08747044917257683
